id,main,description,icon,country,name,longitud,latitud,temp,feels_like,temp.min,temp_max,pressure,humidity,wind.speed,wind.deg,wind.gust,ground_level,sea_level
804,Clouds,overcast clouds,04d,AR,Buenos Aires F.D.,-58.45,-34.6,9.51,8.12,7.83,10.72,1025,78,2.68,91,3.58,1024,1025
